slug	name	parent_term	n_subtypes	n_pfacts	agrees	silent	reversed	same_term	status	n_retracted
Multiple_Congenital_Anomalies-Hypotonia-Seizures_Syndrome	Multiple Congenital Anomalies-Hypotonia-Seizures Syndrome	MONDO:0100247	3	24	3	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Multiple_Epiphyseal_Dysplasia	Multiple Epiphyseal Dysplasia	MONDO:0016648	7	52	7	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Musculocontractural_Ehlers-Danlos_Syndrome	Musculocontractural Ehlers-Danlos Syndrome	MONDO:0011142	2	17	2	0	0	0	RETRACTED	1
Mycetoma	Mycetoma	MONDO:0016823	1	12	0	1	0	0	ALL_MAPPINGS_CONSISTENT	0
Mycosis_Fungoides	Mycosis Fungoides	MONDO:0009691	3	27	0	3	0	0	ALL_MAPPINGS_CONSISTENT	0
Myoclonus_Dystonia_Syndrome	Myoclonus-Dystonia Syndrome	MONDO:0000903	1	11	1	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Myofibrillar_Myopathy	Myofibrillar Myopathy	MONDO:0018943	10	72	9	1	0	0	RETRACTED	3
Myopathy_Lactic_Acidosis_and_Sideroblastic_Anemia	Myopathy, Lactic Acidosis, and Sideroblastic Anemia	MONDO:0000863	3	22	3	0	0	0	ALL_MAPPINGS_CONSISTENT	0
NDP_Related_Vitreoretinopathy	NDP-Related Vitreoretinopathy	MONDO:0700377	1	12	1	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Nemaline_Myopathy	Nemaline Myopathy	MONDO:0018958	4	27	4	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Nephronophthisis	Nephronophthisis	MONDO:0019005	2	20	2	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Neurodegeneration_With_Brain_Iron_Accumulation	Neurodegeneration With Brain Iron Accumulation	MONDO:0018307	6	46	6	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Neurofibromatosis	Neurofibromatosis	MONDO:0021061	3	33	3	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Niemann_Pick_Disease_Type_C	Niemann-Pick Disease Type C	MONDO:0018982	2	20	2	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Non-Syndromic_X-Linked_Intellectual_Disability	Non-Syndromic X-Linked Intellectual Disability	MONDO:0019181	8	51	8	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Noonan_Syndrome-like_Disorder_with_Loose_Anagen_Hair	Noonan Syndrome-like Disorder with Loose Anagen Hair	MONDO:0011899	2	19	2	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Noonan_Syndrome	Noonan Syndrome	MONDO:0018997	2	22	1	1	0	0	ALL_MAPPINGS_CONSISTENT	0
Noonan_Syndrome_with_Multiple_Lentigines	Noonan Syndrome with Multiple Lentigines	MONDO:0007893	3	24	3	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Ocular_Melanoma	Ocular Melanoma	MONDO:0006325	5	34	5	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Odonto-Onycho-Dermal_Dysplasia	Odonto-Onycho-Dermal Dysplasia	MONDO:0009773	2	19	0	2	0	0	ALL_MAPPINGS_CONSISTENT	0
Omodysplasia	Omodysplasia	MONDO:0017136	2	21	2	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Optic_Neuritis	Optic Neuritis	MONDO:0005885	3	20	0	3	0	0	ALL_MAPPINGS_CONSISTENT	0
Otopalatodigital_Spectrum_Disorders	Otopalatodigital Spectrum Disorders	MONDO:0018233	4	32	4	0	0	0	ALL_MAPPINGS_CONSISTENT	0
PAX3_Waardenburg_Spectrum	PAX3-Related Waardenburg Syndrome	MONDO:0018094	2	23	2	0	0	0	ALL_MAPPINGS_CONSISTENT	0
POLR-Related_Leukodystrophy	POLR-Related Leukodystrophy	MONDO:0100605	3	21	3	0	0	0	ALL_MAPPINGS_CONSISTENT	0
PRKAG2_Cardiac_Syndrome	PRKAG2 Cardiac Syndrome	MONDO:0800484	1	10	1	0	0	0	ALL_MAPPINGS_CONSISTENT	0
PRPH2-Related_Retinopathy	PRPH2-Related Retinopathy	MONDO:1040055	6	28	6	0	0	0	ALL_MAPPINGS_CONSISTENT	0
PRPS1_Deficiency_Spectrum	PRPS1 Deficiency Spectrum	MONDO:0100061	3	22	0	3	0	0	ALL_MAPPINGS_CONSISTENT	0
PTEN_Hamartoma_Tumor_Syndrome	PTEN Hamartoma Tumor Syndrome	MONDO:0017623	5	34	3	2	0	0	ALL_MAPPINGS_CONSISTENT	0
Paroxysmal_Dyskinesia	Paroxysmal Dyskinesia	MONDO:0015427	6	39	4	2	0	0	ALL_MAPPINGS_CONSISTENT	0
Paroxysmal_Familial_Ventricular_Fibrillation	Paroxysmal Familial Ventricular Fibrillation	MONDO:0100234	2	14	2	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Pelizaeus_Merzbacher_Disease	Pelizaeus-Merzbacher Disease	MONDO:0010714	4	29	4	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Pericarditis	Pericarditis	MONDO:0005904	3	24	2	1	0	0	ALL_MAPPINGS_CONSISTENT	0
Peripheral_T_Cell_Lymphoma	Peripheral T-Cell Lymphoma	MONDO:0015760	5	38	4	1	0	0	ALL_MAPPINGS_CONSISTENT	0
Pilocytic_Astrocytoma	Pilocytic Astrocytoma	MONDO:0016691	3	22	3	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Plasma_Cell_Neoplasm	Plasma Cell Neoplasm	MONDO:0004959	6	50	5	1	0	0	RETRACTED	1
Pleuropulmonary_Blastoma	Pleuropulmonary Blastoma	MONDO:0011014	3	23	3	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Polycystic_Kidney_Disease	Polycystic Kidney Disease	MONDO:0020642	2	21	2	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Pontocerebellar_Hypoplasia	Pontocerebellar Hypoplasia	MONDO:0020135	6	47	6	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Porokeratosis	Porokeratosis	MONDO:0006602	4	27	4	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Primary_Cutaneous_Amyloidosis	Primary Cutaneous Amyloidosis	MONDO:0015301	5	30	5	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Primary_Hypertrophic_Osteoarthropathy	Primary Hypertrophic Osteoarthropathy	MONDO:0016620	3	21	3	0	0	0	RETRACTED	1
Progressive_Familial_Heart_Block	Progressive Familial Heart Block	MONDO:0019490	2	19	2	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Progressive_Familial_Intrahepatic_Cholestasis	Progressive Familial Intrahepatic Cholestasis	MONDO:0015762	9	57	9	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Pulmonary_hypertension	Pulmonary_hypertension	MONDO:0005149	1	13	1	0	0	0	RETRACTED	1
Punctate_Palmoplantar_Keratoderma	Punctate Palmoplantar Keratoderma	MONDO:0017675	1	10	1	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Pyruvate_Carboxylase_Deficiency_Disease	Pyruvate Carboxylase Deficiency Disease	MONDO:0009949	3	21	3	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Pyruvate_Dehydrogenase_Deficiency	Pyruvate Dehydrogenase Deficiency	MONDO:0019169	6	44	6	0	0	0	ALL_MAPPINGS_CONSISTENT	0
RHO-Related_Retinopathy	RHO-Related Retinopathy	MONDO:0700380	2	15	2	0	0	0	ALL_MAPPINGS_CONSISTENT	0
RNU12-related_Minor_Spliceopathy	RNU12-related minor spliceopathy	MONDO:1060223	2	14	2	0	0	0	ALL_MAPPINGS_CONSISTENT	0
RPE65-Related_Retinopathy	RPE65-Related Retinopathy	MONDO:0100368	1	7	0	1	0	0	ALL_MAPPINGS_CONSISTENT	0
RPGR-Related_Retinopathy	RPGR-Related Retinopathy	MONDO:0100437	3	18	2	1	0	0	ALL_MAPPINGS_CONSISTENT	0
RYR2_CPVT	RYR2 CPVT	MONDO:0017990	5	35	5	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Rett_Syndrome	Rett Syndrome	MONDO:0010726	2	21	0	1	0	1	RETRACTED	1
Rhizomelic_Chondrodysplasia_Punctata_Plasmalogen_Synthesis_Defect	Rhizomelic Chondrodysplasia Punctata, Plasmalogen-Synthesis Defect	MONDO:0015776	3	31	2	1	0	0	ALL_MAPPINGS_CONSISTENT	0
Ritscher-Schinzel_Syndrome	Ritscher-Schinzel Syndrome	MONDO:0019078	3	20	3	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Rubinstein-Taybi_Syndrome	Rubinstein-Taybi Syndrome	MONDO:0019188	2	20	2	0	0	0	ALL_MAPPINGS_CONSISTENT	0
SOX10_Neurocristopathy_Spectrum	SOX10 Neurocristopathy Spectrum	MONDO:0013202	3	24	0	2	0	1	RETRACTED	1
Sandhoff_Disease	Sandhoff Disease	MONDO:0010006	3	22	3	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Sanfilippo_syndrome	Sanfilippo syndrome	MONDO:0018937	4	39	4	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Schwannomatosis	Schwannomatosis	MONDO:0008075	2	19	2	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Sclerosing_Cholangitis	Sclerosing Cholangitis	MONDO:0018646	5	34	5	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Senior-Loken_Syndrome	Senior-Loken Syndrome	MONDO:0017842	5	35	5	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Short_QT_Syndrome	Short QT Syndrome	MONDO:0000453	4	27	4	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Small_Intestine_Cancer	Small Intestine Cancer	MONDO:0000956	4	30	3	1	0	0	ALL_MAPPINGS_CONSISTENT	0
Spinal_Muscular_Atrophy	Spinal Muscular Atrophy	MONDO:0001516	4	39	4	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Split_Hand_Foot_Malformation	Split Hand-Foot Malformation	MONDO:0016576	5	39	5	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Spondylocostal_Dysostosis	Spondylocostal Dysostosis	MONDO:0000359	6	36	6	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Spondylodysplastic_Ehlers-Danlos_Syndrome	Spondylodysplastic Ehlers-Danlos Syndrome	MONDO:0007526	3	24	3	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Stargardt_Disease	Stargardt Disease	MONDO:0019353	2	20	0	2	0	0	ALL_MAPPINGS_CONSISTENT	0
Stromal_Corneal_Dystrophy	Stromal Corneal Dystrophy	MONDO:0020213	6	51	6	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Systemic_Mastocytosis	Systemic Mastocytosis	MONDO:0016586	5	43	5	0	0	0	ALL_MAPPINGS_CONSISTENT	0
TGFBI_Corneal_Dystrophies	TGFBI Corneal Dystrophies	MONDO:0000764	5	39	5	0	0	0	ALL_MAPPINGS_CONSISTENT	0
TP63_Ectodermal_Dysplasia_Spectrum	TP63-Related Ectodermal Dysplasia Spectrum	MONDO:1040001	5	38	4	1	0	0	ALL_MAPPINGS_CONSISTENT	0
Testicular_Sex_Cord_Stromal_Neoplasm	Testicular Sex Cord-Stromal Neoplasm	MONDO:0003125	3	20	3	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Tetrahydrobiopterin_Deficiency	Tetrahydrobiopterin Deficiency	MONDO:0016543	5	41	4	1	0	0	ALL_MAPPINGS_CONSISTENT	0
Thomsen_and_Becker_disease	Thomsen and Becker disease	MONDO:0009710	1	13	1	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Thymic_Neuroendocrine_Carcinoma	Thymic Neuroendocrine Carcinoma	MONDO:0020516	4	26	4	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Thymus_Neoplasm	Thymus Neoplasm	MONDO:0005197	3	27	3	0	0	0	RETRACTED	2
Toxic_Shock_Syndrome	Toxic Shock Syndrome	MONDO:0001881	2	19	2	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Toxoplasmosis	Toxoplasmosis	MONDO:0005989	3	25	3	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Transverse_Myelitis	Transverse Myelitis	MONDO:0021553	3	19	0	3	0	0	ALL_MAPPINGS_CONSISTENT	0
Treacher_Collins_Syndrome	Treacher Collins Syndrome	MONDO:0002457	4	28	4	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Tuberous_Sclerosis_Complex	Tuberous Sclerosis Complex	MONDO:0001734	2	23	2	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Ullrich_Congenital_Muscular_Dystrophy	Ullrich congenital muscular dystrophy	MONDO:0000355	4	28	4	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Undetermined_Early_Onset_Epileptic_Encephalopathy	Undetermined Early-Onset Epileptic Encephalopathy	MONDO:0018614	5	29	5	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Usher_Syndrome	Usher Syndrome	MONDO:0019501	3	29	3	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Vitamin_K_Dependent_Coagulation_Factor_Deficiency	Vitamin K-Dependent Coagulation Factor Deficiency	MONDO:0015722	2	19	2	0	0	0	RETRACTED	1
Vulvar_Adenocarcinoma	Vulvar Adenocarcinoma	MONDO:0024336	9	51	9	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Warburg_Micro_Syndrome	Warburg micro syndrome	MONDO:0016649	4	25	4	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Weill-Marchesani_Syndrome	Weill-Marchesani syndrome	MONDO:0018096	4	30	4	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Wilms_Tumor	Wilms Tumor	MONDO:0006058	1	9	1	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Wolfram_Syndrome	Wolfram Syndrome	MONDO:0018105	2	19	2	0	0	0	ALL_MAPPINGS_CONSISTENT	0
X-linked_Nonsyndromic_Hearing_Loss	X-linked Nonsyndromic Hearing Loss	MONDO:0019586	5	34	5	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Xeroderma_Pigmentosum	Xeroderma Pigmentosum	MONDO:0019600	8	65	8	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Yolk_Sac_Tumor	Yolk Sac Tumor	MONDO:0005744	2	17	2	0	0	0	ALL_MAPPINGS_CONSISTENT	0
Zimmermann_Laband_Syndrome	Zimmermann-Laband Syndrome	MONDO:0000200	3	18	3	0	0	0	ALL_MAPPINGS_CONSISTENT	0
adrenoleukodystrophy	adrenoleukodystrophy	MONDO:0018544	2	20	2	0	0	0	ALL_MAPPINGS_CONSISTENT	0
erythromelalgia	erythromelalgia	MONDO:0016028	2	20	2	0	0	0	ALL_MAPPINGS_CONSISTENT	0
